read_id,read_type,tail_is_valid,tail_start,tail_end,samples_per_nt,tail_length,file_path
638e2a2e-b710-4c58-8bf8-33d7772f2341,invalid,FALSE,,,9.37,,.//path_to_output.fast5
,,,,,,,.//test/FAO78096_8ed9fe38_0.fast5
